x1	x3	slip
-1.37E+04	1.31E+04	0
-1.37E+04	1.32E+04	0
-1.37E+04	1.32E+04	0
-1.36E+04	1.32E+04	0
-1.36E+04	1.33E+04	0
-1.36E+04	1.34E+04	0
-1.35E+04	1.34E+04	0
-1.35E+04	1.35E+04	0
-1.35E+04	1.35E+04	0
-1.34E+04	1.36E+04	0
-1.34E+04	1.36E+04	0
-1.34E+04	1.37E+04	0
-1.34E+04	1.37E+04	0
-1.34E+04	1.37E+04	0
-1.33E+04	1.37E+04	0
-1.33E+04	1.38E+04	0
-1.33E+04	1.38E+04	0
-1.33E+04	1.39E+04	0
-1.33E+04	1.39E+04	0
-1.32E+04	1.40E+04	0
-1.32E+04	1.40E+04	0
-1.32E+04	1.40E+04	0
-1.31E+04	1.40E+04	0
-1.31E+04	1.41E+04	0
-1.31E+04	1.42E+04	0
-1.31E+04	1.42E+04	0
-1.30E+04	1.43E+04	0
-1.30E+04	1.43E+04	0
-1.29E+04	1.44E+04	0
-1.29E+04	1.44E+04	0
-1.28E+04	1.45E+04	0
-1.28E+04	1.45E+04	0
-1.28E+04	1.46E+04	0
-1.28E+04	1.46E+04	0
-1.27E+04	1.47E+04	0
-1.27E+04	1.47E+04	0
-1.27E+04	1.47E+04	0
-1.26E+04	1.47E+04	0
-1.26E+04	1.48E+04	0
-1.26E+04	1.48E+04	0
-1.25E+04	1.49E+04	0
-1.25E+04	1.49E+04	0
-1.25E+04	1.49E+04	0
-1.24E+04	1.49E+04	0
-1.24E+04	1.50E+04	0
